year,month,day,isHoliday
2025,4,2,False
2025,4,3,False
2025,4,4,False
2025,4,5,False
2025,4,6,False
2025,4,7,False
2025,4,8,False
2025,4,9,False
2025,4,10,False
2025,4,11,False
2025,4,12,False
2025,4,13,False
2025,4,14,False
2025,4,15,False
2025,4,16,False
2025,4,17,False
2025,4,18,True
2025,4,19,False
2025,4,20,False
2025,4,21,False
2025,4,22,False
2025,4,23,False
2025,4,24,False
2025,4,25,False
2025,4,26,False
2025,4,27,False
2025,4,28,False
2025,4,29,False
2025,4,30,False
2025,5,1,False
2025,5,2,False
2025,5,3,False
2025,5,4,False
2025,5,5,False
2025,5,6,False
2025,5,7,False
2025,5,8,False
2025,5,9,False
2025,5,10,False
2025,5,11,False
2025,5,12,False
2025,5,13,False
2025,5,14,False
2025,5,15,False
2025,5,16,False
2025,5,17,False
2025,5,18,False
2025,5,19,True
2025,5,20,False
2025,5,21,False
2025,5,22,False
2025,5,23,False
2025,5,24,False
2025,5,25,False
2025,5,26,False
2025,5,27,False
2025,5,28,False
2025,5,29,False
2025,5,30,False
2025,5,31,False
2025,6,1,False
2025,6,2,False
2025,6,3,False
2025,6,4,False
2025,6,5,False
2025,6,6,False
2025,6,7,False
2025,6,8,False
2025,6,9,False
2025,6,10,False
2025,6,11,False
2025,6,12,False
2025,6,13,False
2025,6,14,False
2025,6,15,False
2025,6,16,False
2025,6,17,False
2025,6,18,False
2025,6,19,False
2025,6,20,False
2025,6,21,False
2025,6,22,False
2025,6,23,False
2025,6,24,False
2025,6,25,False
2025,6,26,False
2025,6,27,False
2025,6,28,False
2025,6,29,False
2025,6,30,False
2025,7,1,True
2025,7,2,False
2025,7,3,False
2025,7,4,False
2025,7,5,False
2025,7,6,False
2025,7,7,False
2025,7,8,False
2025,7,9,False
2025,7,10,False
2025,7,11,False
2025,7,12,False
2025,7,13,False
2025,7,14,False
2025,7,15,False
2025,7,16,False
2025,7,17,False
2025,7,18,False
2025,7,19,False
2025,7,20,False
2025,7,21,False
2025,7,22,False
2025,7,23,False
2025,7,24,False
2025,7,25,False
2025,7,26,False
2025,7,27,False
2025,7,28,False
2025,7,29,False
2025,7,30,False
2025,7,31,False
2025,8,1,False
2025,8,2,False
2025,8,3,False
2025,8,4,True
2025,8,5,False
2025,8,6,False
2025,8,7,False
2025,8,8,False
2025,8,9,False
2025,8,10,False
2025,8,11,False
2025,8,12,False
2025,8,13,False
2025,8,14,False
2025,8,15,False
2025,8,16,False
2025,8,17,False
2025,8,18,False
2025,8,19,False
2025,8,20,False
2025,8,21,False
2025,8,22,False
2025,8,23,False
2025,8,24,False
2025,8,25,False
2025,8,26,False
2025,8,27,False
2025,8,28,False
2025,8,29,False
2025,8,30,False
2025,8,31,False
2025,9,1,True
2025,9,2,False
2025,9,3,False
2025,9,4,False
2025,9,5,False
2025,9,6,False
2025,9,7,False
2025,9,8,False
2025,9,9,False
2025,9,10,False
2025,9,11,False
2025,9,12,False
2025,9,13,False
2025,9,14,False
2025,9,15,False
2025,9,16,1719
